user_id,phone,auth_status,subscription_type,is_online,warning_count,last_login,created_at
7,033-948-7045,인증완료,VIP,False,0,2024-07-13 22:33:58.260250,2025-04-15 22:06:46.606823
113,016-887-4805,인증대기,골드,False,3,2024-11-16 02:21:31.373507,2025-01-22 14:08:54.762384
101,070-7309-1934,인증완료,VIP,False,3,2025-02-21 18:13:51.512502,2025-04-02 21:05:27.256546
3,070-6856-5166,인증대기,무료,False,1,2024-07-07 10:55:13.275579,2025-04-25 20:07:54.746663
64,070-1161-1300,미인증,VIP,True,2,2024-07-27 14:51:52.584455,2025-03-01 11:03:32.204557
55,033-989-8842,인증완료,프리미엄,False,2,2025-04-30 13:05:59.818144,2025-03-05 05:34:49.076384
127,061-038-6554,인증대기,VIP,True,2,2024-11-15 15:16:57.371672,2025-03-02 13:32:09.908543
51,041-453-8598,인증대기,골드,False,1,2024-12-22 16:31:59.469378,2025-01-23 15:34:12.619445
116,043-223-7865,미인증,무료,True,0,2025-04-06 16:38:14.904943,2025-05-08 13:20:03.559982
47,011-345-8169,미인증,골드,False,0,2025-05-15 20:55:04.233984,2025-03-23 17:54:04.914620
140,033-594-8266,인증대기,프리미엄,False,3,2024-09-14 04:41:15.750763,2024-12-09 05:55:40.666310
62,062-833-2057,인증완료,프리미엄,True,3,2025-05-07 03:13:36.018965,2025-04-15 05:50:18.142158
148,043-943-6290,미인증,프리미엄,False,0,2024-11-10 16:03:31.421391,2024-12-27 05:40:18.831429
80,018-795-4489,인증완료,프리미엄,False,0,2024-07-28 20:54:06.569888,2025-02-07 04:24:52.987061
60,051-471-4516,인증완료,VIP,False,1,2025-04-05 14:59:39.244215,2024-12-16 22:15:36.073938
92,041-383-9410,미인증,프리미엄,False,0,2024-10-03 08:08:10.910440,2025-05-18 10:33:43.354444
42,054-281-0311,인증완료,골드,True,3,2025-05-31 18:15:20.572718,2025-02-22 00:47:08.235672
59,017-503-4671,미인증,VIP,False,3,2025-01-15 05:19:18.077048,2025-01-18 13:36:06.817231
91,070-9142-5340,인증대기,VIP,False,0,2025-02-08 14:08:04.304927,2025-01-31 14:11:15.600118
49,019-089-9229,미인증,골드,False,3,2025-03-03 15:07:23.588538,2025-03-18 12:10:35.832643
89,062-443-7160,인증대기,무료,False,2,2024-11-11 09:05:16.661701,2025-05-29 13:28:07.731318
108,02-4743-6903,인증완료,무료,True,2,2025-03-22 13:10:58.570860,2025-02-06 02:37:20.756316
125,041-605-7896,미인증,무료,True,0,2025-03-24 00:45:00.412537,2025-05-09 18:57:45.975403
22,011-748-4156,인증완료,무료,False,3,2025-05-16 20:34:59.326892,2025-03-17 01:16:44.079880
58,032-962-3073,인증대기,VIP,True,0,2024-10-03 20:18:40.361589,2025-01-24 00:07:26.494792
145,011-108-3836,미인증,VIP,False,2,2024-06-23 08:59:14.874441,2025-01-06 19:09:46.596990
130,054-361-5674,미인증,VIP,False,1,2024-12-22 10:51:16.350741,2025-03-16 18:37:40.855272
38,052-471-3382,인증완료,프리미엄,False,0,2025-01-20 22:03:14.379975,2025-04-11 10:59:55.836972
141,061-155-0899,인증완료,프리미엄,False,1,2024-08-24 04:28:08.659588,2025-01-24 16:05:23.285997
2,041-040-7644,미인증,골드,True,2,2024-10-03 00:35:28.492002,2025-02-07 14:14:33.045792
53,052-461-3454,미인증,무료,True,2,2024-11-10 12:29:29.955687,2025-02-12 10:58:56.104004
131,064-797-4425,인증완료,골드,False,0,2024-06-20 14:12:31.645569,2025-04-10 13:35:48.144545
104,043-033-1238,인증대기,프리미엄,False,3,2024-09-22 13:21:15.805023,2024-12-11 18:33:53.125164
100,019-118-6575,인증완료,프리미엄,False,0,2024-08-13 07:28:10.160796,2025-01-06 00:40:25.382350
117,011-069-1782,미인증,무료,True,2,2024-07-01 03:12:36.713664,2025-01-25 09:26:05.790277
88,010-7103-8004,인증완료,VIP,True,3,2025-04-15 15:09:13.442949,2024-12-17 02:27:43.530671
75,051-262-5336,인증대기,무료,False,1,2024-06-21 07:52:17.737608,2025-02-07 01:02:27.984734
122,053-781-9809,미인증,골드,False,2,2024-06-10 15:08:13.960307,2025-03-16 18:38:32.819744
150,018-644-7246,인증대기,프리미엄,True,1,2024-12-23 13:37:59.577469,2024-12-03 21:59:44.808543
21,017-962-1137,인증완료,무료,True,2,2025-04-06 10:40:52.052392,2025-03-18 14:14:01.961379
72,042-158-4613,미인증,프리미엄,False,3,2025-01-28 06:09:56.068089,2025-05-15 16:26:22.098274
107,051-365-3754,미인증,VIP,False,1,2024-11-13 07:58:26.301864,2025-02-14 23:03:05.961303
15,032-608-1675,미인증,VIP,False,1,2025-01-06 01:41:22.443489,2025-04-14 09:40:59.307191
93,011-635-7095,인증완료,VIP,False,0,2025-05-24 12:14:18.652043,2025-01-24 12:58:00.627649
103,063-913-7735,미인증,VIP,False,1,2025-01-04 04:54:48.109339,2025-01-08 15:26:27.459723
