profile_id,user_id,nickname,email,age,gender,location,job,height,education,religion,smoking,bio,search_radius,profile_image_url
74,74,진호,ugim@example.com,23,여성,고성군,신발제조기 조작원 및 조립원,181,대졸,천주교,비흡연자,"Aut tenetur commodi. Non repellat natus magni esse. Error velit modi nisi accusamus.
Itaque nulla molestiae possimus. Quod dicta nisi incidunt.","[30, 20]",https://example.com/profile_74.jpg
19,19,성진,xbag@example.com,28,여성,성남시,환경 미화원 및 재활용품 수거원,187,대졸,천주교,흡연자,Id dolorum excepturi mollitia laboriosam unde. Eaque iste perspiciatis rem. Animi totam qui similique autem perferendis sunt nisi.,"[5, 20, 10, 30, 30]",https://example.com/profile_19.jpg
119,119,재호,minjunryu@example.org,32,여성,인제군,어부 및 해녀,158,대졸,기독교,비흡연자,"Quis quas nihil quidem doloremque ipsam dicta.
Perferendis quibusdam repellendus accusantium quis. Veniam occaecati at.","[5, 5, 40, 5, 40, 30]",https://example.com/profile_119.jpg
79,79,승현,yeongsugjang@example.net,23,남성,진천군,건축 도장공,170,고졸,천주교,흡연자,Dolor error iure. Fuga officia iusto officiis minima adipisci dolorem. Consectetur magni ea suscipit harum pariatur.,"[5, 15]",https://example.com/profile_79.jpg
77,77,정희,iseongmin@example.org,34,남성,성남시,화학공학 시험원,177,고졸,기독교,흡연자,Iure voluptatum autem. Fuga qui ad adipisci sed cum corrupti. Dolores reprehenderit voluptatem in reprehenderit.,"[40, 30, 40, 5, 15, 10]",https://example.com/profile_77.jpg
32,32,명숙,cunja99@example.com,32,남성,횡성군,제조관련 단순 종사원,189,고졸,기독교,비흡연자,Repellat eius dolor hic libero. Iure maiores maiores est in. Quaerat dicta debitis nihil explicabo.,"[5, 15, 10, 20, 5, 20]",https://example.com/profile_32.jpg
65,65,춘자,eunji75@example.net,25,여성,증평군,양식 주방장 및 조리사,181,대졸,기독교,비흡연자,Quia quibusdam eligendi. Dolorem similique nostrum molestiae fugiat molestias.,"[20, 40, 40, 5, 5]",https://example.com/profile_65.jpg
142,142,성진,yujin01@example.com,35,남성,계룡시,건축 석공,168,대학원졸,천주교,비흡연자,Libero accusamus cupiditate neque dolor consectetur. Animi commodi veniam minima laboriosam maiores.,"[40, 20, 15]",https://example.com/profile_142.jpg
69,69,하은,myeongja35@example.com,30,여성,괴산군,변리사,172,대졸,기타,흡연자,Pariatur quam soluta consequatur odio culpa. Ab labore ab reprehenderit nemo labore maiores. Mollitia ea eaque soluta illo.,"[5, 30, 30, 10]",https://example.com/profile_69.jpg
83,83,정훈,agim@example.org,22,남성,수원시 장안구,항공기 조종사,171,대졸,기독교,흡연자,Deleniti earum amet incidunt ea ratione corrupti. Modi ab cumque sapiente in.,[15],https://example.com/profile_83.jpg
111,111,영식,yangseongsu@example.com,27,여성,안성시,철도 및 전동차 기관사,155,대졸,천주교,비흡연자,Exercitationem quisquam esse nam rem. Officia itaque neque nemo beatae ad quae tempore. Facere mollitia blanditiis.,"[15, 20, 5, 15]",https://example.com/profile_111.jpg
13,13,준영,sumin69@example.net,37,여성,보령시,운송장비 조립원,176,대졸,기타,흡연자,Ab fugiat suscipit amet officiis sunt. Occaecati tenetur esse repellat sint. Ducimus architecto assumenda nostrum sequi.,"[15, 20]",https://example.com/profile_13.jpg
37,37,예지,jiabag@example.net,36,남성,평창군,관세사,156,대학원졸,천주교,비흡연자,Est repellat facilis rem. Consequuntur labore expedita fugiat earum ipsum. Rerum sequi quibusdam iure.,"[10, 15, 30, 40, 5]",https://example.com/profile_37.jpg
10,10,상호,eunyeongsong@example.net,26,남성,김포시,여행상품 개발자,177,고졸,기타,비흡연자,Sapiente ex natus totam. Deleniti tempora praesentium.,"[5, 40, 10, 20, 20]",https://example.com/profile_10.jpg
20,20,진우,ihaeun@example.net,37,남성,홍성군,국가/지방 및 공공행정 사무원,155,대졸,천주교,비흡연자,Praesentium rerum dolores repellendus pariatur quidem magni. Cumque dolorem quis reiciendis corrupti odit. Ut provident ipsum architecto ullam quasi.,"[40, 15, 5]",https://example.com/profile_20.jpg
57,57,동현,songyeonghyi@example.net,32,여성,안산시 상록구,예능 강사,167,대학원졸,불교,비흡연자,Consequatur eius earum nobis ea autem. Molestiae labore quo incidunt in eius.,"[40, 5, 20, 5, 5]",https://example.com/profile_57.jpg
105,105,주원,bagdoyun@example.net,31,여성,단양군,대학 시간강사,189,대졸,불교,비흡연자,"Corrupti recusandae ad necessitatibus ab quia.
Expedita occaecati ea nobis quibusdam delectus.","[20, 10, 40]",https://example.com/profile_105.jpg
70,70,영수,mi@example.com,26,남성,음성군,건설 배관공,184,고졸,천주교,비흡연자,"Excepturi tempore fuga officiis. Dicta odio nihil ea.
Perspiciatis quae velit consectetur mollitia ipsum possimus sunt.","[30, 10]",https://example.com/profile_70.jpg
56,56,지민,ujo@example.com,20,남성,진천군,이용사,150,고졸,무교,비흡연자,Aut voluptate error dignissimos ipsum atque. Quos id ipsa ducimus error quisquam nemo. Distinctio alias accusamus nostrum recusandae.,"[30, 15, 5, 40, 40]",https://example.com/profile_56.jpg
133,133,정숙,seunghyeoni@example.org,25,여성,연천군,자동차 영업원,186,고졸,천주교,비흡연자,Iste nesciunt amet eos illum. Veritatis accusamus tenetur aspernatur sapiente explicabo rem eos. Eum tempore impedit voluptatum.,"[10, 10, 10]",https://example.com/profile_133.jpg
30,30,영희,dohyeoni@example.org,30,여성,성남시 분당구,예능 강사,153,고졸,기타,흡연자,Ratione quasi officia consequatur eos perspiciatis officia earum. Dignissimos harum debitis laudantium deleniti.,"[15, 30, 20, 40, 20, 20]",https://example.com/profile_30.jpg
128,128,성호,hyejin49@example.net,39,여성,안산시 단원구,예능 강사,167,대졸,불교,흡연자,Quis architecto occaecati reiciendis numquam ab esse. Quo iusto quis provident.,"[10, 30, 30]",https://example.com/profile_128.jpg
27,27,채원,gimminsu@example.org,33,여성,금산군,양식원,150,대졸,무교,비흡연자,Ratione maxime error voluptas earum magni error. Molestiae dolorem quo est necessitatibus fugiat.,"[15, 40, 40, 10]",https://example.com/profile_27.jpg
129,129,민지,seongmingim@example.org,25,남성,청양군,기타 판매관련 단순 종사원,153,대학원졸,무교,비흡연자,Vero assumenda est id sunt. Minus beatae fuga asperiores. Corporis eos beatae necessitatibus.,"[20, 5, 30]",https://example.com/profile_129.jpg
132,132,성훈,jeonghunsong@example.net,35,남성,안성시,전기/전자 부품 및 제품 조립원,168,대학원졸,기독교,흡연자,Hic vel sit vitae est quis provident. Hic tenetur voluptas doloribus. Quas rerum amet fugiat quaerat repellat.,"[20, 20, 30]",https://example.com/profile_132.jpg
146,146,민지,siugim@example.net,24,남성,군포시,건설 및 광업기계 설치 및 정비원,155,대학원졸,불교,흡연자,"Nemo illo eaque aspernatur alias ab.
Suscipit voluptatibus veritatis. Blanditiis itaque repudiandae cumque at dolore vel.","[10, 20, 5, 30]",https://example.com/profile_146.jpg
109,109,상현,hwangujin@example.org,37,여성,부여군,펄프 및 종이 제조장치 조작원,150,고졸,기독교,흡연자,Reprehenderit quibusdam quisquam quis debitis veritatis. Temporibus sed vitae earum voluptate maiores nesciunt. Natus sint recusandae quod.,[20],https://example.com/profile_109.jpg
144,144,영순,yeongho27@example.net,24,여성,시흥시,기타 자동차 운전원,158,대졸,무교,흡연자,Atque nostrum quae quam odit assumenda. Praesentium quos itaque modi excepturi nisi explicabo molestias.,"[5, 15, 10, 20, 20, 10]",https://example.com/profile_144.jpg
46,46,진우,jiyeon41@example.org,27,여성,괴산군,경찰관,188,고졸,무교,비흡연자,Illo quas ad. Accusantium consectetur ab possimus libero possimus. Neque dolorum maiores iste vel dolorem nesciunt.,"[5, 30]",https://example.com/profile_46.jpg
31,31,정숙,hyejin83@example.com,32,남성,예산군,기타 이미용/예식 및 의료보조 서비스 종사원,167,대졸,기독교,비흡연자,Quia ipsa dolorem modi eius voluptatibus. Autem sequi odit est ratione architecto sunt. Impedit molestias omnis.,[30],https://example.com/profile_31.jpg
23,23,도현,ujingim@example.com,20,여성,평창군,운송관련 관리자,169,고졸,무교,흡연자,Ullam dolorum quae repudiandae. Expedita fugiat velit enim. Qui mollitia eligendi dolorem molestiae.,"[10, 5, 15]",https://example.com/profile_23.jpg
16,16,은정,rgim@example.net,30,남성,증평군,상/하수도 처리장치 조작원,164,대학원졸,무교,비흡연자,Magni maxime qui quibusdam adipisci expedita error. Fuga libero adipisci officia quae ipsa id.,"[15, 20, 10, 20]",https://example.com/profile_16.jpg
66,66,예원,bagseungmin@example.net,28,남성,음성군,조림/영림 및 벌목원,162,대졸,무교,흡연자,Excepturi cum veniam rem totam sint quibusdam corrupti. Asperiores voluptatibus impedit vitae iure. Nostrum similique reiciendis ipsam vel.,"[40, 5, 20, 20, 20, 40]",https://example.com/profile_66.jpg
12,12,현준,caeweon36@example.org,34,남성,공주시,기타 금융 및 보험 관련 전문가,159,대학원졸,기독교,흡연자,"Dolorum eligendi voluptatum hic quam debitis. Asperiores odit laborum culpa libero.
Ipsam sequi ratione.","[20, 20, 15, 40]",https://example.com/profile_12.jpg
43,43,도현,hyejinbag@example.org,32,여성,안산시 단원구,기타 주방장 및 조리사,155,대학원졸,기타,흡연자,Eligendi modi et nostrum laboriosam. Cumque non id quaerat quibusdam praesentium.,"[20, 10]",https://example.com/profile_43.jpg
147,147,현우,seongho97@example.org,32,남성,당진시,일식 주방장 및 조리사,174,대졸,기타,흡연자,Magni accusamus esse vero reprehenderit atque culpa facere. Quod voluptatem repellendus laboriosam ad.,"[20, 30]",https://example.com/profile_147.jpg
52,52,지후,yeonggil61@example.net,33,여성,가평군,선박 및 열차 객실승무원,189,대졸,천주교,비흡연자,"Iste cumque necessitatibus placeat.
Nemo dignissimos autem illum dignissimos repellendus. Eos nemo neque impedit nisi. Vero blanditiis commodi.","[5, 40, 40, 10, 15]",https://example.com/profile_52.jpg
28,28,영식,gimhyeonjeong@example.com,34,남성,안양시 동안구,공업 배관공,175,대졸,불교,비흡연자,"Quos quod itaque inventore perferendis aperiam.
Quam sit qui a similique atque impedit quam. Impedit nemo totam.","[15, 40, 40, 15, 30]",https://example.com/profile_28.jpg
5,5,승현,oeunji@example.net,23,여성,과천시,금형원,168,고졸,무교,흡연자,Expedita illum rerum commodi modi aliquam. Non qui voluptatibus nesciunt dolor. Molestias accusantium molestiae hic. Necessitatibus sit deleniti.,"[5, 20, 40, 15, 10]",https://example.com/profile_5.jpg
33,33,재현,jiyeon79@example.org,27,남성,서천군,화물열차 차장 및 관련 종사원,154,고졸,천주교,비흡연자,Dolores non magnam atque. Laboriosam excepturi tempore. Ullam non magni ipsum facere mollitia.,"[15, 40, 5]",https://example.com/profile_33.jpg
143,143,지아,jeonghunsong@example.net,37,여성,안양시 만안구,주조기 조작원,170,고졸,불교,비흡연자,Nostrum dicta repellat provident. Vitae voluptates enim dolorem quam est facere.,"[5, 5, 10, 40, 30]",https://example.com/profile_143.jpg
86,86,진호,yujini@example.com,39,남성,군포시,자동차 부분품 조립원,154,대졸,무교,흡연자,Consequuntur consequatur minima tempora itaque magni. Temporibus enim omnis quam occaecati ea repellat corrupti.,"[40, 5, 15, 10]",https://example.com/profile_86.jpg
87,87,미숙,seoyun39@example.org,26,남성,수원시 권선구,특수교육 교사,183,대졸,천주교,비흡연자,Fuga excepturi excepturi similique tenetur neque quia.,[30],https://example.com/profile_87.jpg
17,17,시우,jiyeong03@example.net,23,남성,평택시,냉/난방 관련 설비 조작원,185,고졸,천주교,흡연자,Laborum deleniti officiis iste dolor laboriosam omnis. Sunt nihil incidunt. Eaque eum est. Ipsam sequi beatae ipsam.,"[15, 15]",https://example.com/profile_17.jpg
11,11,지영,sujin21@example.net,38,여성,용인시,기타 이미용/예식 및 의료보조 서비스 종사원,166,고졸,무교,비흡연자,"Consectetur natus vel deleniti quidem rerum. Excepturi consectetur ratione veniam dolore cumque.
Voluptatibus autem animi eaque atque aut unde error.","[10, 40, 20]",https://example.com/profile_11.jpg
82,82,지은,jiu05@example.net,36,남성,공주시,제조관련 단순 종사원,190,대졸,천주교,흡연자,Tempora sit optio ipsum accusamus dolorem. Corrupti accusantium dolore id alias blanditiis assumenda. Ex eum architecto beatae.,"[5, 40, 30]",https://example.com/profile_82.jpg
134,134,도현,pgim@example.com,38,남성,양양군,기타 식품가공관련 기계조작원,179,대졸,무교,비흡연자,Eos rerum enim nulla quidem harum eos iste. Officiis ea in delectus culpa quasi accusamus. Perspiciatis eaque esse magni mollitia.,"[40, 15, 30]",https://example.com/profile_134.jpg
138,138,민지,cunja84@example.org,36,여성,횡성군,기타 제조관련 기계 조작원,189,고졸,불교,비흡연자,Labore ullam ex dolorum. Necessitatibus veniam dignissimos in.,"[20, 20, 30, 5, 30]",https://example.com/profile_138.jpg
76,76,현준,lbae@example.com,23,남성,논산시,의복/가죽 및 모피 수선원,190,대졸,기타,흡연자,"Numquam odit sint pariatur tempora ratione. Totam similique quod aspernatur.
Reiciendis atque nobis sint esse possimus.","[15, 30, 10, 30, 15, 30]",https://example.com/profile_76.jpg
110,110,지원,migyeong25@example.net,38,여성,양구군,전기 및 전자 설비 조작원,172,고졸,무교,흡연자,Molestias voluptate quas temporibus possimus. Pariatur inventore hic ipsum repellendus magnam.,"[20, 5, 40, 15]",https://example.com/profile_110.jpg
97,97,현정,jangjeonghyi@example.net,40,남성,홍성군,통역가,189,대졸,천주교,비흡연자,Aspernatur commodi sapiente magni voluptatibus. Assumenda deleniti vitae placeat hic quaerat sequi. Accusamus debitis corrupti sapiente hic.,"[40, 20, 10, 5, 40, 30]",https://example.com/profile_97.jpg
106,106,현우,gweoncunja@example.com,30,남성,화천군,무용가 및 안무가,157,대학원졸,무교,비흡연자,"Minima eius quasi rerum. Aliquid rem neque at qui a exercitationem.
Omnis dolor ratione ad incidunt. Iste laudantium nemo dignissimos dolor.","[10, 20, 5, 40, 20, 40]",https://example.com/profile_106.jpg
67,67,영순,gimseoyeon@example.org,29,남성,청주시 서원구,대학 교수,159,대졸,천주교,비흡연자,Doloribus animi praesentium assumenda. Cum omnis impedit. Et iusto culpa harum.,"[5, 5, 5]",https://example.com/profile_67.jpg
1,1,영진,jiyeonyun@example.net,25,남성,안양시,아나운서 및 리포터,156,대졸,천주교,비흡연자,Dolores tenetur molestias ea. Quae quaerat incidunt consectetur eum praesentium consequuntur. Fugit rerum ipsum expedita fuga adipisci.,[10],https://example.com/profile_1.jpg
123,123,병철,si@example.com,25,남성,성남시 수정구,건축 석공,154,고졸,무교,비흡연자,Quis eum consectetur autem laboriosam ipsa quo. Soluta similique voluptas eos ut veritatis voluptate.,"[40, 10]",https://example.com/profile_123.jpg
68,68,영식,yujingim@example.com,31,여성,안양시 만안구,기타 금융 및 보험 관련 전문가,168,고졸,무교,흡연자,Qui excepturi cum incidunt neque.,"[10, 5]",https://example.com/profile_68.jpg
29,29,민준,jangjeongsug@example.com,40,여성,홍천군,음향 및 녹음 기사,167,대졸,천주교,흡연자,Ratione expedita atque amet veritatis assumenda. Quaerat odit atque nemo. Debitis repellat doloribus.,"[40, 10, 40, 40, 10, 20]",https://example.com/profile_29.jpg
