player_id,username,email,nickname,level,total_games,wins,losses,current_rating,created_at
1,eyang,yeongsungim@example.com,정남,29,838,213,60,1809,2024-10-16
2,yujini,yejungim@example.com,경숙,84,859,384,269,855,2024-10-20
3,sanghyeon60,yeongjinyang@example.org,예진,69,119,51,53,1744,2025-01-27
4,mijeonggim,oi@example.net,영식,82,887,271,302,903,2023-06-13
5,yeongho15,ohayun@example.org,준영,61,249,462,245,2045,2023-06-18
6,gimmijeong,gimhayun@example.com,서현,84,539,229,286,2067,2024-03-25
7,seojunyeong,gimjeongsig@example.net,준호,24,252,440,450,2304,2024-10-13
8,sujin21,qbag@example.com,영수,49,971,244,351,918,2024-07-25
9,jiweoncoe,yeeungim@example.org,은영,57,334,74,70,2436,2024-04-29
10,yeongilgim,jihyeongim@example.org,윤서,36,867,185,89,1744,2023-08-14
11,seohyeon54,igim@example.org,준영,59,880,146,109,2203,2024-01-20
12,jangmyeongsug,siugim@example.org,영호,77,790,119,252,2281,2024-12-11
13,gwaggwangsu,jbaeg@example.net,지은,65,35,255,214,2088,2024-07-31
14,abag,yeonggil85@example.net,미영,1,755,489,129,2435,2024-04-03
15,sanghyeon57,jsong@example.net,성민,75,391,133,381,2145,2024-05-16
16,yeonggilcoe,zgim@example.com,준호,63,287,259,360,1985,2024-10-28
17,jangyeonggil,gyeongsugim@example.net,상호,84,754,156,256,1834,2024-10-02
18,junhyeoghwang,gangseongjin@example.net,영환,87,364,88,96,1374,2024-09-25
19,yejun49,li@example.com,선영,22,891,440,81,2186,2025-02-20
20,wsong,sangceolcoe@example.org,지훈,15,419,75,80,2065,2024-12-05
21,yeongsigjeong,ogsuni@example.com,성수,99,748,146,445,1802,2025-04-22
22,yeeunson,wgim@example.net,우진,75,418,325,272,809,2025-02-26
23,ijeongsug,simyeongsig@example.com,동현,12,607,67,460,1213,2025-05-24
24,minjiyeong,yeongsug56@example.net,혜진,5,788,136,420,2236,2024-02-01
25,byeongceol96,jeongjabag@example.org,민지,63,4,397,412,996,2024-01-01
26,gno,yeongilo@example.org,우진,2,580,27,464,1509,2024-02-04
27,miyeonghwang,baegyeongsug@example.net,진우,63,342,446,104,2318,2023-08-21
28,yejun57,noseonyeong@example.com,지현,12,74,408,470,1199,2025-02-18
29,seongmin14,areumi@example.org,예진,67,122,93,187,1646,2023-07-04
30,yeongil17,gweonseoyun@example.org,현우,57,579,310,478,2500,2024-08-01
31,fbaeg,yangjeongung@example.net,주원,16,393,76,45,1951,2024-01-09
32,gimhayun,seoyeongsun@example.com,지현,76,202,470,13,1686,2023-10-24
33,minjuncoe,jaeho83@example.org,채원,94,528,189,9,1252,2025-03-22
34,seongjin91,yeeuni@example.com,승민,21,714,186,82,1052,2023-08-24
35,myeongja85,jeongja69@example.net,민수,38,815,135,493,1861,2024-02-12
36,minsuhan,tsim@example.org,아름,68,455,26,452,990,2025-02-28
37,byeongceol57,ygim@example.org,영미,3,47,43,248,1638,2023-06-23
38,bo,rgim@example.org,진우,85,676,350,57,1767,2024-10-20
39,ujingim,gimdonghyeon@example.net,윤서,70,702,431,26,1356,2023-07-21
40,tjeong,yeongceol12@example.net,은서,29,850,230,380,1563,2023-09-08
41,hbag,zgweon@example.com,도현,79,775,430,485,2100,2025-05-25
42,hyeonsug31,heoseongmin@example.com,준서,36,549,45,425,1846,2023-09-03
43,gimeunju,ujin60@example.org,성호,74,630,440,178,1584,2023-08-01
44,gimdohyeon,bagjeongja@example.net,영수,79,858,471,199,1216,2024-11-19
45,gangdonghyeon,tha@example.org,경희,69,748,31,94,1964,2024-04-21
46,iseonghun,gusangceol@example.org,정웅,85,542,339,330,906,2023-10-30
47,sunog69,seojaehyeon@example.org,민재,68,507,263,192,2262,2024-07-08
48,ci,yeongceoli@example.net,승현,95,443,266,13,2013,2024-10-04
49,seonghyeonhan,seongsujo@example.org,민지,84,547,413,473,1849,2024-04-04
50,myeongsugbag,boram30@example.com,지훈,74,684,373,26,1151,2023-09-22
51,minsugim,dseong@example.org,영자,22,519,22,184,1744,2023-11-19
52,yejigim,gimseoyun@example.org,정남,9,245,314,9,2006,2023-08-25
53,seoyeongbag,iminseo@example.net,영환,40,325,312,96,2230,2025-03-04
54,jieuncoe,ljo@example.net,정남,64,238,12,197,1775,2024-07-19
55,ygim,di@example.org,영진,57,414,292,60,2387,2023-08-01
56,gyeongjai,jingyeongsug@example.com,재호,62,471,169,64,2380,2024-10-09
57,gimyeongmi,junyeongna@example.com,수진,30,12,157,269,1205,2024-02-04
58,seongjin56,minjae14@example.org,현숙,83,323,160,345,1387,2023-08-24
59,ocoe,seongho18@example.net,은서,53,439,310,136,2020,2025-02-24
60,eunjeonggo,jangjunseo@example.com,순옥,61,468,467,112,1284,2024-05-29
61,namhyeonjeong,jihyeongim@example.net,은영,1,477,25,122,2469,2023-08-24
62,xi,miyeongbag@example.com,도현,95,476,485,449,1422,2024-01-26
63,ngim,eomjaeho@example.org,보람,50,274,63,187,1519,2024-04-02
64,wgim,useonyeong@example.net,영식,84,495,387,236,1331,2024-06-26
65,yejio,hanyeonghwan@example.com,영수,5,724,53,251,1120,2025-03-27
66,vgweon,baeseongho@example.org,정순,57,439,485,402,1248,2024-03-21
67,sanghyeoni,gimgyeongja@example.com,지영,46,199,332,155,1275,2024-08-10
68,anjiweon,sunja27@example.org,지아,8,602,425,215,855,2023-07-31
69,ryuminseo,nojinu@example.net,진호,64,279,248,222,1158,2024-03-06
70,shong,xgim@example.org,정숙,82,599,387,111,2143,2023-12-10
71,jiyeon73,gimhyejin@example.com,지후,29,704,427,208,1184,2023-10-18
72,sunja88,hyeonusim@example.org,아름,20,551,376,415,1984,2024-11-23
73,dbaeg,hwangjiyeong@example.net,준영,53,89,20,358,871,2024-07-06
74,hjeong,boramgim@example.com,지혜,100,896,66,418,2047,2024-06-29
75,jihyegim,ogja49@example.org,은경,33,849,389,178,2221,2024-06-11
76,egim,gwangsugweon@example.com,민서,90,149,169,342,1101,2024-10-07
77,hayunseong,gwangsui@example.com,동현,55,894,222,69,991,2023-11-20
78,sujingim,yeongsugim@example.net,영자,95,402,83,224,2190,2024-08-29
79,seongminu,jiu85@example.org,옥순,25,733,201,308,1948,2024-05-14
80,ogsun95,gimgwangsu@example.org,현숙,12,877,363,422,2405,2025-02-08
81,ti,vcoe@example.com,순옥,68,869,75,298,2395,2023-10-16
82,nahyeonjeong,hyeonsug40@example.com,영자,23,299,265,386,1508,2025-02-28
83,yeongsui,sangho95@example.org,지민,56,331,6,377,1369,2023-12-14
84,xbag,vjang@example.com,선영,59,25,468,425,2278,2024-10-24
85,hyeonjeongi,janggyeonghyi@example.net,명자,48,601,204,475,1352,2023-08-24
86,minjunhyeog,gimjunyeong@example.net,도현,87,970,306,132,1346,2025-04-02
87,agim,yujinryu@example.net,아름,23,487,259,171,2250,2024-04-25
88,seomyeongja,egim@example.net,주원,26,273,362,431,2136,2023-08-31
89,gangjiweon,hi@example.net,영순,2,514,311,298,1057,2023-11-11
90,geonucoe,jeonghun79@example.org,성호,55,56,220,314,2298,2024-02-15
91,ojo,ji@example.net,현정,9,59,31,84,1396,2023-06-24
92,seongsu02,vi@example.org,지연,28,589,460,303,2212,2024-05-19
93,gimjaehyeon,nheo@example.com,준서,63,26,38,184,1706,2023-10-03
