user_id,phone,auth_status,subscription_type,is_online,warning_count,last_login,created_at
1,070-2287-5342,인증대기,VIP,False,1,2024-11-30 23:07:46.910229,2025-03-22 04:48:57.179489
2,041-040-7644,미인증,골드,True,2,2024-10-03 00:35:28.492002,2025-02-07 14:14:33.045792
3,070-6856-5166,인증대기,무료,False,1,2024-07-07 10:55:13.275579,2025-04-25 20:07:54.746663
4,018-898-3415,인증완료,골드,True,0,2024-08-12 19:11:21.055262,2025-05-19 08:06:50.508405
5,033-542-8097,인증완료,프리미엄,False,3,2024-08-30 17:58:36.636756,2025-01-03 03:12:49.035706
6,070-5409-1024,미인증,무료,False,0,2025-05-15 10:45:22.230451,2025-03-31 08:44:01.378864
7,033-948-7045,인증완료,VIP,False,0,2024-07-13 22:33:58.260250,2025-04-15 22:06:46.606823
8,032-665-8642,인증대기,프리미엄,True,1,2024-07-05 20:14:37.053626,2025-05-21 15:26:04.932478
9,044-194-9914,인증완료,무료,True,2,2025-03-25 06:19:47.001181,2024-12-20 01:44:52.972294
10,064-788-3068,미인증,VIP,False,1,2024-06-21 10:22:39.730373,2025-01-04 13:21:17.844462
11,010-2783-4370,인증완료,골드,False,0,2024-08-11 07:57:58.351295,2025-04-28 11:25:19.637856
12,055-254-0677,인증완료,프리미엄,True,0,2024-06-16 01:43:27.787099,2024-12-14 20:50:29.589298
13,054-886-8442,인증대기,무료,False,1,2025-01-16 21:38:34.282622,2025-05-03 12:31:51.973480
14,010-5204-5741,미인증,프리미엄,True,1,2024-08-29 02:41:08.656354,2025-01-05 17:43:24.498602
15,032-608-1675,미인증,VIP,False,1,2025-01-06 01:41:22.443489,2025-04-14 09:40:59.307191
16,010-2573-5604,인증완료,VIP,False,0,2025-01-04 20:45:55.091410,2025-04-15 01:25:20.739190
17,032-271-2306,인증대기,프리미엄,False,0,2025-03-30 09:38:13.204216,2025-01-03 11:33:00.369041
18,062-323-4026,인증완료,골드,False,0,2024-08-15 05:08:22.111311,2025-02-03 02:14:17.908061
19,054-713-6775,인증완료,VIP,False,2,2025-04-14 12:55:32.160311,2024-12-05 02:49:47.770061
20,043-637-3118,인증완료,무료,False,0,2024-07-22 12:30:58.366824,2025-03-27 12:15:26.442382
21,017-962-1137,인증완료,무료,True,2,2025-04-06 10:40:52.052392,2025-03-18 14:14:01.961379
22,011-748-4156,인증완료,무료,False,3,2025-05-16 20:34:59.326892,2025-03-17 01:16:44.079880
23,053-757-5860,인증대기,무료,False,1,2025-05-10 18:20:32.150318,2025-04-28 01:36:36.616977
24,011-515-4092,미인증,무료,False,3,2025-01-08 08:20:28.980385,2025-01-30 19:51:22.600635
25,042-727-4025,인증대기,프리미엄,True,0,2025-05-11 20:30:11.568265,2025-05-12 01:59:48.505211
26,032-082-7284,미인증,골드,False,0,2025-04-12 20:23:37.088222,2024-12-02 04:46:19.594711
27,032-672-0945,미인증,VIP,False,1,2025-01-15 09:33:56.413094,2025-01-16 11:50:00.496810
28,016-135-6146,인증대기,프리미엄,False,2,2024-11-22 12:32:38.245301,2024-12-10 04:18:34.692701
29,053-285-3173,미인증,VIP,False,3,2024-06-15 07:24:12.664396,2025-01-07 07:09:35.088553
30,017-862-7597,미인증,골드,False,3,2024-08-18 23:24:44.104049,2025-05-27 06:06:03.839658
31,019-863-1522,미인증,골드,False,3,2025-05-23 06:04:04.735427,2025-03-30 15:33:38.664317
32,070-3124-9970,인증완료,골드,False,0,2024-10-14 04:00:25.734026,2025-04-21 05:18:32.170893
33,018-008-3429,미인증,무료,False,3,2024-08-01 07:25:16.637960,2025-05-26 05:47:05.733942
34,02-5731-1903,미인증,골드,True,2,2024-10-18 00:44:38.787760,2025-01-04 02:49:49.740204
35,054-938-2440,인증완료,프리미엄,False,2,2025-06-01 15:42:20.173097,2024-12-19 17:14:35.348034
36,070-2912-2926,인증완료,무료,False,3,2025-03-23 09:42:44.959263,2025-03-25 15:57:09.087716
37,044-839-8480,미인증,프리미엄,True,2,2024-06-08 19:49:42.612039,2025-04-20 04:56:00.245996
38,052-471-3382,인증완료,프리미엄,False,0,2025-01-20 22:03:14.379975,2025-04-11 10:59:55.836972
39,044-506-9557,미인증,VIP,False,0,2025-02-17 16:39:41.464369,2025-04-05 02:57:33.211911
40,032-249-5041,인증대기,골드,False,3,2024-06-25 01:00:39.783736,2024-12-09 10:50:10.380557
41,041-535-8223,미인증,프리미엄,False,2,2024-08-02 22:04:12.573272,2024-12-31 19:11:38.445077
42,054-281-0311,인증완료,골드,True,3,2025-05-31 18:15:20.572718,2025-02-22 00:47:08.235672
43,063-638-8097,인증대기,골드,True,1,2024-07-09 10:30:05.469774,2025-03-28 14:24:06.905433
44,041-537-1580,인증대기,무료,True,1,2025-03-03 22:42:22.943080,2025-03-10 13:39:22.744334
45,011-901-0200,인증완료,프리미엄,True,2,2025-02-11 23:53:28.419546,2025-02-25 13:00:52.008964
46,052-083-8623,인증대기,프리미엄,True,0,2024-11-28 19:29:51.286550,2025-02-07 21:39:08.248761
47,011-345-8169,미인증,골드,False,0,2025-05-15 20:55:04.233984,2025-03-23 17:54:04.914620
48,019-374-3830,미인증,프리미엄,False,0,2024-06-09 20:56:25.705955,2025-04-08 21:38:53.162886
49,019-089-9229,미인증,골드,False,3,2025-03-03 15:07:23.588538,2025-03-18 12:10:35.832643
50,018-063-1163,미인증,VIP,False,1,2025-01-03 19:43:47.981240,2024-12-28 00:19:57.189217
51,041-453-8598,인증대기,골드,False,1,2024-12-22 16:31:59.469378,2025-01-23 15:34:12.619445
52,043-143-6254,미인증,무료,False,1,2025-04-03 22:10:14.521324,2024-12-30 14:13:56.911767
53,052-461-3454,미인증,무료,True,2,2024-11-10 12:29:29.955687,2025-02-12 10:58:56.104004
