detail_id,contact_id,address,birthday,company,job,notes,favorite
94,94,전라북도 화성시 양재천18거리 291-58,2000-08-27,황이김,보험 설계사 및 간접투자증권 판매인,Atque repudiandae dolore quo. Soluta rerum recusandae quis itaque. Perferendis officia ad quis.,False
42,42,충청남도 성남시 수정구 도산대길 411-96 (순자김김리),2008-08-10,(주) 최윤김,신용 추심원,Consequatur iusto laboriosam consectetur pariatur. Tempore minus ipsam perferendis saepe.,False
59,59,제주특별자치도 의왕시 백제고분가 416 (유진김이리),2004-12-31,홍김,의회의원/고위공무원 및 공공단체임원,Quam pariatur consectetur placeat.,False
49,49,전라남도 화성시 잠실가 875,1950-11-13,주식회사 김박강,경호원,Molestias non illo. Atque quas ea dolorem illo magni.,False
102,102,울산광역시 성동구 강남대거리 434 (승현이김리),1968-03-30,주식회사 이,운송장비 조립원,Sit maxime maxime aliquid. Similique molestiae consequuntur error architecto quas modi laudantium.,True
58,58,광주광역시 성북구 가락길 644,2006-03-17,이진,기타 채굴 및 토목 관련 종사자,Voluptate aut non error voluptatibus. Sit quasi doloribus ipsum repellat.,False
76,76,충청남도 청주시 서원구 가락7거리 747-89,2003-09-19,노윤,정보 시스템 운영자,Repudiandae in facilis dolores. Vero quam natus cum. Est quam ab.,False
33,33,전라북도 의정부시 학동로 지하578,1987-11-02,주식회사 김,재단사,Voluptatem voluptas quo. Expedita perspiciatis facilis sapiente.,False
113,113,서울특별시 동작구 서초중앙로 986,1992-01-30,김이,화학제품 생산기 조작원,"Odit provident voluptatibus expedita culpa ipsa ad. Quas vero maiores.
Debitis placeat odio optio.",False
60,60,대구광역시 남구 논현150로 지하334 (지우김류마을),1985-03-31,정장,산업전공,Veniam sapiente autem. Iste ratione itaque. Totam consequuntur commodi amet fugit.,False
64,64,경상북도 충주시 영동대04로 940-25 (현정류리),1990-05-10,주식회사 최,택배원,Cumque impedit eum impedit rerum sequi nam. Nemo magnam tenetur doloremque error.,True
106,106,경기도 포천시 학동로 681,1953-03-28,주식회사 이,지휘자/작곡가 및 연주가,Expedita a atque fuga laborum. Deleniti praesentium quibusdam minus.,False
38,38,경기도 평택시 논현가 238,1951-03-27,강심오,보건위생 및 환경 검사원,Officiis cupiditate quam amet accusantium exercitationem hic. Rem iusto totam quod.,False
30,30,부산광역시 중랑구 논현로 85 (상철김김동),1969-10-22,유한회사 박김권,기타 전기/전자기기 설치 및 수리원,Labore excepturi praesentium. Voluptates quidem ducimus ratione. Possimus impedit veritatis quas.,False
116,116,전라남도 음성군 논현로 773 (준혁이남동),1986-05-15,(유) 윤,미장공,Exercitationem minima doloremque. Numquam perspiciatis sit.,False
2,2,경기도 하남시 테헤란로 589,1999-11-25,주식회사 이,보육 교사,Molestias veritatis sit.,True
53,53,전라북도 양양군 삼성46거리 449 (혜진윤이읍),1999-06-05,박김,성직자,Illum facilis inventore neque accusamus iusto fugiat.,True
22,22,제주특별자치도 용인시 처인구 언주0가 713-11,1970-02-20,이장,기타 전기/전자기기 설치 및 수리원,Culpa soluta aspernatur. Alias aut qui accusantium fugiat. Sit ab ipsum iusto provident.,True
3,3,울산광역시 성북구 가락022로 460,1967-12-28,주식회사 이이한,목제품 제조관련 종사원,Quas tempore perferendis reiciendis nobis iure nulla.,False
24,24,경기도 수원시 영통구 서초중앙로 900-55 (경희최배마을),2000-08-18,유한회사 장강김,상점 판매원,Ea nihil ratione distinctio. Nostrum beatae aliquam error inventore.,True
104,104,전라북도 천안시 동남구 양재천로 지하453,1976-03-02,최오박,상품중개인 및 경매사,Eos iusto saepe et corrupti temporibus voluptatum. Recusandae cum eaque ipsa atque recusandae.,False
100,100,경기도 원주시 압구정가 172-51 (지현심송읍),1984-07-25,문우,양장 및 양복 제조원,Expedita officiis iusto nemo. Libero voluptates ipsum commodi.,False
88,88,대구광역시 성북구 강남대72가 565 (상훈박리),1978-06-05,유한회사 양,제관기 조작원,Ipsa atque eius. Nemo recusandae libero odit tenetur officiis.,False
109,109,경상남도 성남시 양재천가 지하19,1981-09-17,박류,숙박/여행/오락 및 스포츠 관련 관리자,Expedita doloribus maiores consequuntur rem.,False
75,75,강원도 양평군 도산대284거리 462-99 (은정우김마을),1955-01-07,유한회사 최,여행 및 관광통역 안내원,Distinctio quasi vel magnam. Veritatis consequuntur animi aspernatur placeat tempore maiores.,False
87,87,전라북도 화천군 개포가 965-48,1953-11-22,유한회사 이김신,판금원,Et quos tenetur dolorum distinctio. Eaque eos excepturi quidem.,False
83,83,경기도 파주시 논현7로 904,1978-08-19,유한회사 권김강,치과기공사,Iusto esse placeat quam occaecati. Dolore ea animi repellendus molestias.,False
120,120,충청남도 홍천군 선릉길 973,1979-02-17,강허,건축 목공,Nemo quas aperiam reiciendis quis et. Iste esse veritatis vitae ullam totam labore.,False
21,21,전라남도 용인시 기흥구 영동대가 654-56 (하윤이박리),1974-09-03,김장김,응용 소프트웨어 개발자,Beatae vero sed. Quidem minima nihil eligendi.,True
61,61,인천광역시 중랑구 역삼0가 322-55,1960-10-16,민고,시스템 소프트웨어 개발자,Consequatur rem dicta. Cumque vel nulla mollitia facilis atque illo.,True
72,72,세종특별자치시 용산구 학동거리 지하185 (정숙강이리),1965-01-17,임홍김,기타 채굴 및 토목 관련 종사자,Minima esse eveniet modi. Esse ab vero debitis veniam dolorem. Est ratione facilis excepturi.,True
107,107,울산광역시 관악구 서초중앙10길 331 (지현황이동),1982-09-28,유한회사 이김김,영상/녹화 및 편집 기사,Nam nisi id quasi aliquam itaque amet. Aliquam voluptatem numquam fuga et tempore enim occaecati.,False
15,15,강원도 시흥시 논현거리 469 (민재허황면),1973-09-13,유한회사 이,인쇄기 조작원,"Accusamus ipsum dicta totam.
Dolorum at ipsum placeat fugit. Nisi nobis laborum doloremque.",False
93,93,대구광역시 광진구 양재천99로 627,2004-08-17,(유) 최송박,건축 도장공,Perferendis eum unde esse alias aliquam quidem.,False
52,52,충청남도 수원시 장안구 언주300거리 34-47 (지민권동),1951-08-23,김김오,임산물채취 및 기타 임업 관련 종사원,Libero unde minima deserunt unde. Praesentium nobis maiores consequuntur non quis.,False
103,103,충청남도 횡성군 석촌호수550길 668-59,1972-06-02,한최황,조림/영림 및 벌목원,Suscipit corrupti molestias eaque expedita atque. Nesciunt ullam explicabo est.,False
