user_id,phone,auth_status,subscription_type,is_online,warning_count,last_login,created_at
1,051-564-0478,인증완료,무료,False,3,2024-11-01 09:35:47.553790,2025-02-23 10:54:48.313720
6,041-753-0192,인증완료,무료,False,1,2025-04-04 21:32:25.534769,2025-04-10 16:25:15.334316
37,041-496-7454,미인증,VIP,False,0,2024-09-27 22:46:17.343872,2025-02-13 00:20:35.448605
46,043-281-2299,인증대기,프리미엄,False,2,2024-07-04 13:20:51.120270,2025-05-02 19:53:22.685762
14,02-5732-1211,인증완료,무료,True,0,2024-09-09 08:51:29.097267,2025-02-11 05:55:45.568571
55,02-7407-2531,인증대기,프리미엄,False,0,2024-07-10 13:21:06.231215,2024-12-14 02:40:26.181075
34,061-819-5962,인증대기,프리미엄,False,3,2025-03-01 18:38:15.147194,2025-05-17 19:57:44.836876
49,064-787-4926,미인증,무료,False,3,2024-06-07 04:20:45.359234,2025-01-18 14:07:18.078534
13,019-734-2140,인증완료,골드,False,1,2025-04-02 09:38:19.424999,2025-01-05 08:30:40.163946
58,017-102-3835,인증완료,골드,False,3,2025-05-16 04:06:28.441699,2025-04-06 18:30:33.996926
47,017-019-5127,인증완료,프리미엄,True,0,2025-03-08 10:22:53.644121,2025-01-15 06:18:02.141877
51,054-650-7335,인증대기,프리미엄,False,2,2024-08-22 05:09:48.553441,2025-01-08 07:30:07.601719
32,052-872-5988,인증대기,VIP,False,3,2024-10-21 11:17:28.453401,2025-01-11 06:05:12.595155
4,033-339-1751,인증대기,VIP,False,1,2025-05-31 03:21:04.842144,2025-04-27 15:55:53.726494
53,032-647-5435,인증대기,프리미엄,False,2,2024-11-26 12:28:13.893289,2025-05-29 08:35:38.508485
18,054-913-1223,미인증,무료,False,3,2024-11-28 20:42:10.400012,2025-03-07 22:32:17.230766
9,055-000-5150,인증완료,VIP,False,1,2025-02-23 12:15:43.676795,2025-05-29 02:49:01.325352
7,042-454-4874,인증완료,VIP,False,0,2025-05-27 22:00:44.373700,2025-01-01 15:17:47.559407
41,041-988-5688,미인증,무료,True,2,2024-07-20 04:55:46.736232,2025-01-02 14:20:26.119925
5,052-721-6027,인증대기,VIP,True,2,2025-04-17 01:37:04.149860,2025-02-21 22:45:00.153868
44,033-262-2905,인증완료,골드,True,2,2025-05-15 19:15:31.118120,2025-04-15 23:51:05.106119
20,041-756-3183,인증완료,골드,False,0,2025-03-21 07:43:20.408270,2025-03-24 12:14:01.635373
35,052-496-0193,인증완료,무료,False,1,2024-06-08 15:29:53.207861,2025-02-05 23:37:29.677443
59,018-038-6016,인증대기,VIP,False,0,2024-08-12 04:45:43.363312,2024-12-19 15:48:23.054910
26,032-776-4492,인증대기,프리미엄,False,1,2025-02-11 05:40:18.975086,2025-04-22 13:34:55.678777
57,02-1388-3327,인증완료,프리미엄,False,3,2024-08-13 08:25:00.881573,2024-12-24 15:51:07.304607
16,02-6502-2005,인증대기,무료,False,2,2024-06-22 02:59:06.425833,2025-05-27 12:24:12.304791
28,042-269-8971,미인증,골드,False,1,2024-12-20 19:42:08.160563,2025-04-09 19:29:26.528256
10,041-755-1331,미인증,골드,False,2,2025-03-12 01:32:27.375746,2025-05-13 12:10:22.665984
31,051-441-0254,미인증,VIP,False,2,2025-01-06 08:57:32.490228,2025-05-29 02:50:55.715492
27,032-376-9001,미인증,VIP,False,0,2024-12-22 04:38:25.918455,2025-03-06 07:08:28.782679
17,033-538-3169,인증완료,VIP,True,1,2024-11-25 12:51:24.327985,2025-01-06 23:18:27.017070
25,02-8687-3330,인증완료,무료,False,3,2025-01-09 16:46:32.984200,2025-02-22 05:55:31.649528
56,018-880-3861,인증대기,골드,False,3,2025-03-30 22:00:44.177755,2024-12-20 21:28:11.374568
12,061-321-9952,인증완료,골드,False,2,2024-12-14 09:46:27.995167,2025-04-09 05:31:57.826124
33,064-707-4835,미인증,골드,True,3,2025-05-08 20:32:58.764311,2025-01-17 01:58:33.779662
54,033-971-8991,인증대기,무료,False,1,2024-09-11 23:09:49.208565,2024-12-05 00:00:42.017178
42,051-608-7581,미인증,무료,True,1,2025-02-17 17:48:17.213513,2025-01-16 06:23:27.554886
38,02-6365-9593,인증완료,VIP,False,3,2024-06-26 14:02:26.892743,2024-12-07 16:35:44.259383
30,019-533-8155,인증대기,골드,False,1,2025-03-05 04:27:02.073292,2025-01-09 13:48:35.003869
45,031-725-1868,인증완료,골드,False,1,2024-10-03 05:15:11.155527,2025-03-07 10:33:22.656615
2,043-564-3835,인증대기,VIP,True,2,2025-05-29 01:39:33.410849,2025-05-31 11:55:20.009531
