player_id,username,email,nickname,level,total_games,wins,losses,current_rating,created_at
1,cgim,sanghyeonbag@example.org,중수,43,358,444,311,916,2024-05-16
2,minjae40,ogim@example.org,순옥,85,703,19,80,1512,2024-05-31
3,minsugim,jeongung38@example.net,하은,66,638,350,94,2227,2024-01-04
4,jinu76,siumun@example.com,은서,24,779,24,316,1080,2024-03-31
5,yeongilyun,jihyeeom@example.net,춘자,86,627,369,30,1858,2024-03-20
6,minsu30,seohyeon20@example.org,은지,27,877,143,462,854,2025-05-25
7,ieunseo,jinuyun@example.org,현지,7,791,133,18,1438,2024-09-09
8,seongseongmin,gimyeonghwan@example.net,서준,39,451,267,131,1317,2024-04-01
9,yejunbag,bagsanghyeon@example.net,미숙,73,23,39,122,991,2024-07-07
10,rhong,seosunja@example.com,정순,81,262,391,496,2049,2025-01-02
11,jimini,yeongsuni@example.net,주원,89,757,250,24,1823,2023-06-12
12,yeongsugim,cgweon@example.net,정숙,93,707,384,361,939,2024-11-25
13,gimseongho,doyun04@example.org,병철,23,419,265,66,1576,2024-09-30
14,jeongsun33,hyeonsugjeong@example.net,지훈,47,915,284,422,1963,2024-12-04
15,gimjeonghun,oyeongho@example.org,서연,69,332,336,76,1242,2024-11-16
16,sonminji,jongsu24@example.org,준호,28,946,362,279,2451,2023-11-26
17,nbag,minjae01@example.org,윤서,90,352,326,431,1407,2025-05-02
18,gojeonghun,gosujin@example.net,영희,100,884,418,176,1213,2023-06-27
19,igo,gimjunyeong@example.net,혜진,8,790,186,410,959,2023-12-27
20,minjii,xgim@example.com,하윤,70,340,467,439,2388,2023-06-13
21,junyeong66,ri@example.net,도윤,25,304,399,390,1879,2024-02-12
22,yeeun48,eunji56@example.net,영철,2,819,452,371,1971,2025-01-08
23,sugja68,usong@example.org,성진,17,464,333,403,927,2025-02-23
24,yejungim,gheo@example.net,성현,47,542,108,57,2400,2023-11-08
25,bji,yeonghyicoe@example.org,하은,33,862,108,292,933,2025-03-13
26,eunjeong24,gimjiyeong@example.org,순자,80,626,298,207,1517,2024-10-13
27,yunjiweon,co@example.org,예진,65,605,485,126,2311,2023-11-10
28,wbag,seungmin10@example.net,현주,39,248,314,186,1013,2023-08-22
29,gimjeongnam,minjaebag@example.org,영일,79,890,194,487,1524,2024-10-18
30,hyeonjuseo,gyeongjacoe@example.com,예은,41,943,255,458,1921,2024-05-21
31,kgim,qbag@example.org,숙자,7,757,290,456,2473,2025-05-15
32,coejunhyeog,gyeongja57@example.com,은정,18,251,354,218,865,2023-06-26
33,qgim,ysin@example.com,상철,43,188,301,15,1733,2025-04-11
34,haeuncoe,icoe@example.net,주원,83,575,461,143,1242,2024-05-19
35,wcoe,ssong@example.net,진우,2,318,74,214,1938,2024-05-09
36,caeweonan,zgim@example.com,서윤,78,8,8,161,1748,2024-10-20
37,abae,ngim@example.net,경수,79,828,464,24,1415,2024-10-29
38,mbag,minjigim@example.com,정순,56,783,350,273,1340,2024-01-20
39,jeongnamju,zcoe@example.net,은경,61,726,361,420,942,2024-07-04
40,jgim,coegyeongja@example.org,영숙,77,136,396,127,1195,2025-02-01
41,jaeho33,yeongceolhan@example.net,현준,26,618,25,153,830,2024-09-13
42,kgim,gimmiyeong@example.com,수진,74,868,142,139,1118,2024-07-31
43,seonyeongsong,cgim@example.net,현준,73,638,97,430,1249,2024-05-03
44,yeji52,sangho30@example.com,경자,65,987,388,343,1496,2024-10-13
45,yeongsugim,yeongho52@example.org,성훈,54,414,340,403,2015,2024-03-24
46,sumin62,ubag@example.org,예원,46,126,79,318,1393,2023-11-26
47,ogja11,sujinsong@example.com,영호,34,434,189,394,2380,2025-01-13
48,gyeonghyigim,mryu@example.net,준호,14,544,354,69,2192,2024-11-03
49,ujin04,fgim@example.org,종수,70,122,372,147,1009,2023-06-14
50,gimsiu,jeongjiweon@example.com,지민,34,505,253,228,2066,2025-02-12
51,jaehyeon39,sjeong@example.org,상훈,37,222,446,23,2420,2023-06-22
52,misug16,doyun12@example.net,춘자,2,767,80,121,1610,2023-06-13
53,yejii,seoyeonryu@example.net,서윤,51,408,449,176,1876,2024-01-07
54,hyeonjun40,eungyeongcoe@example.org,미정,39,10,98,355,1392,2023-09-04
55,pgang,jangjihye@example.com,성수,11,80,453,4,1516,2024-01-28
56,agim,ljang@example.com,영일,3,44,146,148,2450,2024-03-03
57,ybag,hanmisug@example.com,은주,39,946,484,341,2320,2024-10-18
58,xgim,ygim@example.com,예은,66,334,172,118,2237,2025-05-21
59,jimincoe,imisug@example.org,혜진,11,70,162,96,1039,2023-07-04
60,ni,eunju52@example.com,명자,10,860,87,185,1767,2024-05-07
61,seungminji,igyeongsu@example.net,미정,49,41,59,360,1320,2024-09-24
62,hgim,bagmijeong@example.net,명자,94,871,196,309,2165,2025-05-08
63,misugi,anjiyeon@example.org,은경,20,508,78,488,2329,2025-01-06
64,yeongceol29,myeongja86@example.com,정희,10,513,301,134,1760,2024-09-24
65,kgim,gosangho@example.com,예은,76,164,444,214,1207,2023-12-11
66,minsugim,seungmin44@example.com,지영,28,75,195,326,1666,2024-02-20
67,jieun94,jhong@example.com,예은,75,662,458,52,835,2024-11-07
68,yeonggilgim,jeongungcoe@example.com,영길,21,897,478,77,1978,2025-02-12
69,gangseohyeon,seonyeonggo@example.net,영희,54,696,369,128,1199,2023-07-05
70,myeongsugcoe,subinhan@example.net,영자,76,478,77,187,2440,2025-03-19
71,yeongsug03,mi@example.net,정자,94,898,376,63,1149,2024-01-27
72,ygim,yujin95@example.com,예은,100,250,328,475,1808,2024-10-06
73,seongho37,boramgim@example.org,지후,33,331,413,278,1571,2024-05-06
74,yujini,yejun60@example.net,정남,62,357,425,466,2499,2025-01-19
75,geonu55,ogim@example.org,미경,44,260,31,398,865,2023-09-20
76,zbag,yejibae@example.com,정웅,25,976,439,276,1715,2023-11-02
77,misug76,ominseo@example.net,시우,67,59,190,495,1805,2023-12-24
78,jimin86,yeweon42@example.net,명자,66,776,129,274,1146,2024-09-27
79,seoyeongi,eungyeong07@example.com,채원,53,177,437,366,1054,2025-02-09
80,ijo,mjang@example.org,현숙,69,812,357,321,1571,2025-04-01
81,jihyeonjang,miyeongbaeg@example.net,정웅,43,543,293,98,2052,2025-04-28
82,jbag,subin94@example.net,수빈,88,356,362,271,1592,2023-11-24
83,anseonghyeon,seoyeongmi@example.org,서윤,80,520,116,114,1425,2024-11-19
84,gyeongsui,zi@example.net,성훈,52,744,43,311,2155,2025-02-07
85,seonghohan,janggyeongsu@example.com,광수,27,712,294,272,953,2024-11-08
86,bagseongho,chong@example.org,지민,69,176,9,96,1601,2024-10-07
87,gimsanghun,gimgyeongsu@example.net,경숙,82,817,285,221,1938,2024-07-31
88,gweondonghyeon,jiweongim@example.net,영길,89,541,284,69,2110,2023-07-31
89,byeongceol51,pha@example.net,승민,84,864,382,256,965,2024-08-13
90,seongmingim,icoe@example.net,성현,52,505,2,489,1807,2024-10-27
91,seungmini,di@example.com,정훈,43,981,380,374,2487,2023-07-26
92,hwangseoyun,seonghyeonyang@example.net,정식,97,564,498,472,2474,2024-03-24
93,minsu49,rjeon@example.net,영철,36,411,58,72,2424,2024-06-14
94,miyeong74,yangsumin@example.com,선영,92,708,37,371,2312,2025-02-14
95,ngim,miyeong33@example.org,상철,51,433,9,463,1308,2024-07-02
96,sujin09,yeongsugi@example.org,영진,14,940,340,159,1576,2024-07-26
97,minji44,migyeongi@example.net,서윤,83,712,191,28,1816,2025-01-05
98,donghyeon94,zjang@example.net,예원,18,11,332,210,1801,2023-12-09
99,hyeonji35,jeongnam55@example.com,중수,91,278,61,209,2071,2023-10-03
100,boram08,yeonggil61@example.com,지혜,10,79,330,277,1202,2025-01-09
101,whwang,ijungsu@example.com,영숙,85,667,217,309,2431,2023-09-20
102,sunog22,qgim@example.com,예지,4,264,337,172,1132,2024-06-27
103,jiweon92,ksim@example.com,지민,33,85,369,200,1834,2025-04-05
104,hyeonsug44,xi@example.net,지훈,92,669,134,453,1605,2024-04-29
105,caeweon51,gweonsujin@example.com,정호,76,422,82,252,938,2024-07-21
106,yeongceoljeon,gyeongsuggim@example.org,명자,57,521,81,126,2333,2024-01-15
107,yeongho84,nryu@example.net,은지,82,171,213,247,2059,2025-01-27
108,yunjunyeong,ihyeonji@example.net,상호,54,756,193,479,2110,2023-12-05
109,hgim,hayunson@example.com,민준,50,680,415,197,1682,2023-12-14
110,gi,eunyeong81@example.com,민석,84,647,112,65,1093,2025-05-04
111,eunyeongi,iseonyeong@example.com,영희,32,173,477,416,2455,2025-04-19
112,sanghyeon96,myeongsug99@example.net,미숙,8,241,165,142,2200,2024-01-30
113,caeweon20,hayungim@example.net,윤서,12,132,106,51,1081,2024-01-13
114,bagjimin,sonujin@example.org,하은,39,968,148,51,1010,2024-10-02
115,ei,bagmiyeong@example.com,은지,93,717,25,422,2209,2024-03-07
116,iseoyun,seongmingim@example.net,정식,49,417,119,87,2009,2024-02-25
117,jeongjabag,yeweongim@example.net,서준,84,552,103,163,2071,2025-01-19
118,heoseongho,rgim@example.org,지원,58,81,73,389,1063,2023-08-25
119,yeeun06,jihu19@example.com,정식,54,391,376,413,1035,2023-06-26
120,yangseohyeon,iyeongsug@example.org,종수,65,733,483,321,1446,2023-11-07
121,gi,baghyejin@example.com,수빈,86,642,115,470,979,2023-07-10
122,ano,gimjeongja@example.com,수민,46,459,313,398,1067,2024-11-06
123,dhwang,kgim@example.com,민재,67,212,48,406,1824,2025-03-01
124,sunog25,jihubag@example.net,서윤,96,864,476,211,1409,2023-09-16
125,gwangsu73,gyeonghyi11@example.net,지후,57,659,405,185,2377,2024-07-05
126,bagyeongceol,jiyeong86@example.com,영길,68,464,196,62,2165,2024-11-17
127,haneunseo,ogsun03@example.net,경희,79,308,132,295,2170,2024-06-09
128,gimmisug,wyang@example.org,승민,68,295,257,124,946,2023-06-11
129,lryu,yeongceol03@example.org,은서,82,926,302,36,896,2024-01-18
130,dyun,dca@example.org,승현,27,869,471,30,2382,2024-07-17
131,jeongsug00,sjeong@example.org,경자,63,422,17,381,1247,2025-04-23
132,bgim,ogsunseo@example.org,서연,94,217,377,186,2017,2023-08-01
133,seonghun74,bagseongho@example.net,경숙,87,117,486,314,1228,2024-07-19
134,jeongho24,ieunseo@example.net,정웅,47,550,464,109,2389,2025-04-22
135,gimjeonghun,gimjinu@example.net,지후,5,595,56,353,1388,2024-02-10
136,songjimin,minseo14@example.com,서준,14,868,142,304,928,2023-06-02
137,junhoi,gimjeongsun@example.net,시우,38,631,425,80,1215,2024-09-15
138,gimyejin,yeongil17@example.com,예원,13,956,67,31,2420,2023-07-13
139,jihye70,bgweon@example.net,정숙,74,143,491,395,1592,2024-01-30
140,jeonghuni,gimjongsu@example.net,서현,3,218,494,196,1117,2024-07-10
141,agim,nseo@example.net,정훈,94,391,12,230,1941,2025-02-10
142,cunjao,sunjahong@example.org,혜진,41,956,377,247,2072,2024-09-17
143,jiubag,gimareum@example.net,미경,51,767,264,150,802,2024-04-30
144,dohyeonhong,kgim@example.org,중수,19,529,250,407,1260,2023-09-28
145,coejungsu,jiyeong74@example.net,지혜,97,189,152,17,1722,2023-06-19
146,gimminjun,zi@example.org,정남,23,912,499,14,1291,2025-01-15
147,yeweon08,jihyegang@example.com,영미,20,28,72,127,1304,2024-12-08
148,yunyeongsu,iyun@example.org,정순,70,148,247,478,1335,2023-11-26
149,hacunja,seoyeong27@example.com,상현,43,690,436,205,1852,2024-02-16
150,ryusunja,jeongjai@example.net,춘자,8,22,379,446,1215,2025-03-13
151,jihugim,junyeong72@example.com,미경,39,840,202,89,1523,2023-06-28
152,ryueunjeong,bsong@example.com,동현,36,55,399,390,1556,2024-11-07
153,ason,ni@example.com,서윤,65,970,36,166,2040,2023-07-16
154,sanghunhan,di@example.org,경희,55,896,85,92,1592,2024-09-08
155,yeonggil04,gimjeonghun@example.net,서영,93,760,279,319,2349,2024-12-18
156,tjang,junseo21@example.org,예진,92,438,485,71,1115,2025-01-16
157,minseo74,cunja12@example.net,정수,24,595,465,281,1299,2024-12-21
158,misugi,rgim@example.com,은주,3,140,29,464,1331,2025-04-24
159,gimyeweon,ugo@example.com,승민,57,181,61,137,2320,2024-11-25
160,songseoyeon,ki@example.org,성진,70,485,272,178,1616,2023-09-13
161,jaehyeon27,jihyei@example.com,도윤,94,645,81,438,1349,2024-07-12
162,seonghun20,hgim@example.net,준서,48,823,115,398,1920,2024-03-28
163,yunseo14,hyejin78@example.net,경숙,94,131,397,365,1926,2024-01-20
164,jongsubag,gimseongsu@example.org,미경,47,895,222,100,1742,2025-04-21
165,jinubag,hyejingang@example.org,영환,59,672,183,109,1720,2024-02-13
166,eungyeong57,areum35@example.com,민준,2,788,385,275,1135,2023-10-14
167,seonghyeon49,ii@example.net,영호,80,375,206,27,2112,2024-05-05
168,jeongsug49,hyeonji73@example.net,미경,27,417,249,234,1568,2023-10-20
169,ryujunho,yeongsungim@example.net,현준,83,115,391,27,2053,2024-01-26
170,igim,gyeonghyibaeg@example.net,은주,66,264,470,353,2453,2023-09-29
171,sumingim,eomjongsu@example.net,영숙,82,328,301,377,1073,2024-05-15
172,xgim,dgim@example.org,영숙,44,850,124,136,1293,2023-08-20
173,minsu80,hayuni@example.org,도윤,40,106,151,490,994,2024-03-02
174,lgim,ri@example.org,승현,6,404,447,2,1438,2023-08-05
175,bcoe,ihyeonu@example.com,춘자,28,427,313,210,1440,2025-04-24
176,haminseo,ti@example.org,영자,19,499,270,119,1641,2024-01-30
177,ijieun,sangceol98@example.org,재현,5,614,359,324,1587,2024-07-08
178,zhan,gi@example.com,미영,81,463,20,315,1042,2025-03-07
179,gheo,ujingang@example.org,승민,99,187,33,409,2415,2024-08-15
180,gangsanghun,jeongja44@example.net,서준,91,597,68,200,1559,2025-05-01
181,bagjiyeong,yeeunhan@example.net,준혁,83,531,412,184,1251,2024-06-12
182,jeongho81,gimboram@example.org,수빈,85,475,364,352,2336,2024-12-22
183,dgim,vseo@example.org,지우,29,93,38,107,1478,2024-01-20
184,sunoggim,rgim@example.net,성수,34,8,34,146,2134,2024-01-06
185,jeonghogim,jeongsugbae@example.com,현준,78,200,189,422,1186,2025-01-14
186,mjang,si@example.org,윤서,43,242,127,369,1222,2024-11-07
187,jiminhan,yeweonan@example.org,성민,99,811,198,91,2127,2024-01-19
188,mijeong71,hwangjeongung@example.org,미숙,46,732,441,65,2072,2025-03-29
189,yeongsig04,juweonbag@example.com,준서,57,369,285,114,1633,2024-06-07
190,uu,hyejingim@example.com,은지,35,778,266,144,1114,2023-12-10
191,yujin70,sanghyeon99@example.org,영환,82,675,462,308,1015,2024-05-15
192,yeongsug23,yeongsubag@example.org,정남,54,606,107,497,1574,2023-12-30
193,hayungim,hyeonjunan@example.org,시우,80,947,269,384,1679,2023-07-23
194,eunseo55,zo@example.net,영식,9,397,291,63,1461,2025-05-29
195,hyeonsug70,eunjuyun@example.com,채원,74,116,294,474,1031,2024-06-05
196,ryujunseo,jihye87@example.com,은경,20,494,373,100,1190,2024-11-02
197,jeongunggim,sunja54@example.org,현지,85,361,66,128,1831,2023-07-02
198,gimjeongsug,jiyeon84@example.org,정남,82,231,385,312,1946,2024-08-27
199,donghyeongim,jeonghunsong@example.com,지연,6,156,473,48,1152,2024-02-10
200,honghyeonji,jiyeoni@example.org,보람,7,282,368,390,2036,2024-08-11
201,gwangsu24,mgim@example.com,성현,14,304,485,268,1705,2023-07-20
202,coeseoyeon,gimsanghyeon@example.com,시우,41,302,341,88,2152,2024-01-14
203,rbaeg,xnam@example.org,상철,69,317,125,217,2020,2024-07-07
204,gimjeonghun,hyejini@example.org,승민,27,703,367,27,1393,2023-09-20
205,gangseongsu,gimseongho@example.com,서준,65,799,265,85,2159,2024-02-28
206,gimjeongsu,iujin@example.com,승민,85,430,399,484,1452,2023-08-22
207,hgim,hbag@example.net,정호,42,922,307,179,1056,2024-06-12
208,jgim,yeongmi13@example.org,상현,55,528,168,300,1118,2025-02-16
209,ogim,ieunji@example.net,옥자,74,296,139,479,2088,2023-10-14
210,sanghojang,yeongjaseo@example.net,중수,8,649,36,122,1717,2023-07-09
211,yeongsuo,yeonggil11@example.org,민재,74,803,160,332,1832,2023-08-12
212,ai,ogim@example.net,경희,100,400,59,89,2283,2025-04-09
213,pgim,minseo85@example.com,은서,12,742,313,466,1188,2024-11-02
214,minjicoe,yeongsiggang@example.org,민지,87,666,214,459,996,2024-02-18
215,bagjeongho,qgang@example.net,예진,51,277,379,377,2361,2024-05-03
216,jiyeongim,gimhaeun@example.org,수빈,59,258,44,384,2178,2025-03-20
217,han,anseongjin@example.com,영일,33,258,55,198,1331,2024-08-09
218,yejinhwang,qgim@example.net,정수,1,724,237,374,1559,2025-02-02
219,lhong,yeeun23@example.org,경수,71,57,383,400,1719,2024-10-21
220,sugjai,ieunji@example.net,지혜,38,311,200,373,1928,2023-07-05
