reward_id,project_id,reward_name,reward_amount,reward_tier,delivery_date,message
1,30,이진호,305240,슈퍼후원,2025-06-09 23:46:23.033576,82
2,11,민예원,160330,일반,2025-06-08 05:31:11.720814,72
3,10,윤도현,645877,일반,2025-06-07 15:36:23.992988,74
4,28,황하윤,985416,VIP,2025-06-11 17:28:40.379357,70
5,6,최재현,838207,얼리버드,2025-06-07 00:29:39.604434,78
6,11,김예지,430460,슈퍼후원,2025-06-08 05:55:08.222482,54
7,3,박영일,630367,얼리버드,2025-06-09 02:18:56.336505,77
8,15,서현주,517786,일반,2025-06-08 06:28:30.483724,84
9,10,이지혜,711199,얼리버드,2025-06-08 23:27:22.946732,57
10,2,김영진,295922,얼리버드,2025-06-11 01:48:55.012401,75
11,22,김혜진,108791,VIP,2025-06-08 15:26:56.963835,90
12,17,남준호,569254,슈퍼후원,2025-06-09 14:32:27.924085,53
13,29,이영환,382747,슈퍼후원,2025-06-10 03:57:45.138354,78
14,26,고명자,737235,일반,2025-06-10 14:19:19.341445,80
15,18,이영일,239013,일반,2025-06-10 13:49:00.538908,76
16,22,김숙자,109488,VIP,2025-06-09 19:47:42.759144,95
17,21,김혜진,187664,얼리버드,2025-06-06 20:18:28.649239,67
18,21,안준호,767621,슈퍼후원,2025-06-08 21:08:14.970994,18
19,20,황영환,997123,VIP,2025-06-06 22:37:06.039999,49
20,1,윤병철,663682,슈퍼후원,2025-06-10 00:09:35.753053,83
21,7,최광수,408327,슈퍼후원,2025-06-07 09:31:47.524979,79
22,10,강경숙,828958,슈퍼후원,2025-06-10 01:45:53.807693,72
23,24,김예준,311027,VIP,2025-06-11 18:26:17.304577,37
24,26,김재현,723001,일반,2025-06-10 17:19:28.317290,67
25,2,김은서,810329,슈퍼후원,2025-06-10 23:55:48.293702,32
26,30,한유진,273703,얼리버드,2025-06-06 17:29:36.741728,82
27,18,하경자,29366,VIP,2025-06-10 14:18:20.941556,54
28,29,홍지민,689575,VIP,2025-06-07 19:49:34.059733,50
29,12,백상철,795847,일반,2025-06-12 02:14:27.108239,83
30,7,이혜진,746459,VIP,2025-06-09 07:57:05.860502,68
31,17,이민서,61884,일반,2025-06-08 14:07:55.258600,51
32,11,지승민,81545,얼리버드,2025-06-08 01:24:50.767188,89
33,9,이숙자,950007,VIP,2025-06-12 03:45:00.609390,51
34,17,김정순,767987,VIP,2025-06-11 15:03:05.195642,74
35,11,김수빈,848516,VIP,2025-06-12 01:59:26.962847,31
36,25,배상훈,875949,일반,2025-06-09 18:14:04.238304,80
37,7,류수민,635128,슈퍼후원,2025-06-10 16:55:17.333188,46
38,8,김보람,358729,일반,2025-06-10 12:06:34.592941,94
39,19,박영철,862935,VIP,2025-06-07 04:28:38.976645,79
40,5,박예지,804614,VIP,2025-06-10 13:04:48.727791,30
41,20,김지훈,223511,VIP,2025-06-09 00:27:03.279397,97
42,12,윤우진,67668,얼리버드,2025-06-10 20:12:55.042076,73
43,6,이영자,120178,얼리버드,2025-06-07 16:34:46.602837,50
44,16,박도현,653936,얼리버드,2025-06-08 09:35:11.306764,98
45,6,장성수,982160,VIP,2025-06-06 10:05:45.919338,96
46,27,강영호,745282,일반,2025-06-07 21:35:19.652447,45
47,1,서지현,309234,슈퍼후원,2025-06-09 06:33:26.737249,44
48,10,윤선영,303377,VIP,2025-06-10 04:52:13.596948,72
49,30,김옥자,260763,슈퍼후원,2025-06-07 19:37:02.710816,83
50,18,윤정숙,383764,일반,2025-06-12 04:08:16.084889,91
51,8,박준영,606869,VIP,2025-06-07 06:43:29.681522,69
52,24,김지현,546238,슈퍼후원,2025-06-07 03:32:14.858160,66
53,13,차지원,104199,일반,2025-06-09 09:59:04.097658,58
54,30,김성호,985902,슈퍼후원,2025-06-09 19:53:39.248759,88
55,28,강영길,215518,얼리버드,2025-06-08 16:18:23.100066,81
56,23,지은서,308841,슈퍼후원,2025-06-11 13:21:41.655478,72
57,21,백명자,152402,VIP,2025-06-09 22:27:57.609853,83
58,13,이경희,10152,일반,2025-06-06 17:37:16.712847,72
59,8,최지영,376491,슈퍼후원,2025-06-11 20:37:24.574781,88
60,22,김지민,657128,일반,2025-06-09 10:57:32.923420,49
61,22,유지은,978022,VIP,2025-06-07 04:17:49.269863,84
62,13,김은정,876075,일반,2025-06-07 18:02:36.225365,71
63,15,이승민,177509,슈퍼후원,2025-06-10 06:42:38.810572,74
64,1,이현지,635143,VIP,2025-06-08 09:00:11.290796,48
