user_id,phone,auth_status,subscription_type,is_online,warning_count,last_login,created_at
22,032-303-9975,미인증,VIP,False,1,2025-03-17 23:00:28.363967,2025-04-28 10:15:05.715457
3,043-036-7715,미인증,무료,False,1,2025-01-25 04:02:18.003606,2025-04-08 20:33:59.436601
48,044-480-8378,미인증,골드,False,0,2024-09-01 21:41:15.521301,2025-03-10 03:13:22.077131
40,043-292-4757,미인증,프리미엄,False,0,2025-02-14 17:59:18.754714,2025-04-06 16:20:37.510140
36,064-767-2476,인증완료,골드,False,1,2024-10-14 20:53:50.114520,2025-03-18 06:10:44.197645
24,053-087-6379,미인증,무료,False,3,2024-07-04 07:00:10.167138,2025-05-13 05:32:15.854617
50,018-705-6345,인증대기,골드,False,0,2024-06-27 06:22:16.807659,2024-12-11 19:14:16.738698
11,043-710-5743,인증대기,무료,False,3,2025-01-20 19:22:21.765581,2025-01-19 06:04:26.321138
23,017-295-0600,미인증,VIP,True,2,2025-01-31 20:23:53.416527,2025-04-27 07:55:14.365201
19,051-788-9519,인증대기,골드,False,0,2025-02-04 07:00:29.256058,2025-02-24 19:04:43.346552
60,011-647-1263,인증대기,무료,False,0,2025-03-23 15:45:45.232923,2025-02-20 00:42:45.318952
21,016-773-1662,미인증,무료,False,2,2024-07-23 15:49:21.294434,2025-05-21 01:44:01.847534
8,043-714-6790,인증완료,골드,False,2,2025-04-21 10:26:51.495318,2024-12-13 10:59:30.774129
43,051-134-1558,인증완료,프리미엄,True,0,2025-01-20 05:08:59.776710,2025-03-01 08:47:10.070191
15,053-918-5390,미인증,VIP,False,1,2025-03-11 11:34:22.389553,2025-03-04 20:30:52.415983
29,043-369-6993,인증대기,프리미엄,False,2,2024-12-06 15:58:19.714353,2025-04-30 03:50:42.351061
52,041-558-0792,인증대기,무료,False,3,2025-05-18 19:52:36.448564,2024-12-24 16:32:36.234596
39,042-775-7433,인증완료,무료,True,2,2025-01-31 00:14:35.193677,2025-03-03 00:10:15.242723
